date,store,dept,category,sales,inventory
2023-07-05,1,1,Electronics,4481,216
2023-07-05,1,2,Clothing,1935,273
2023-07-05,1,3,Grocery,719,228
2023-07-05,2,1,Electronics,2154,482
2023-07-05,2,2,Clothing,764,491
2023-07-05,2,3,Grocery,4233,465
2023-07-05,3,1,Electronics,3274,246
2023-07-05,3,2,Clothing,3624,492
2023-07-05,3,3,Grocery,1853,300
2023-07-05,4,1,Electronics,4378,427
2023-07-05,4,2,Clothing,4354,462
2023-07-05,4,3,Grocery,2670,416
2023-07-05,5,1,Electronics,2895,78
2023-07-05,5,2,Clothing,534,55
2023-07-05,5,3,Grocery,3170,343
2023-07-06,1,1,Electronics,1088,398
2023-07-06,1,2,Clothing,3718,116
2023-07-06,1,3,Grocery,1403,57
2023-07-06,2,1,Electronics,4586,171
2023-07-06,2,2,Clothing,839,224
2023-07-06,2,3,Grocery,2214,134
2023-07-06,3,1,Electronics,1056,185
2023-07-06,3,2,Clothing,3587,382
2023-07-06,3,3,Grocery,3766,58
2023-07-06,4,1,Electronics,4399,383
2023-07-06,4,2,Clothing,1516,376
2023-07-06,4,3,Grocery,2562,376
2023-07-06,5,1,Electronics,2137,275
2023-07-06,5,2,Clothing,3996,327
2023-07-06,5,3,Grocery,3979,162
2023-07-07,1,1,Electronics,1951,50
2023-07-07,1,2,Clothing,2813,257
2023-07-07,1,3,Grocery,2145,249
2023-07-07,2,1,Electronics,3499,418
2023-07-07,2,2,Clothing,4556,355
2023-07-07,2,3,Grocery,4036,237
2023-07-07,3,1,Electronics,2189,417
2023-07-07,3,2,Clothing,4417,474
2023-07-07,3,3,Grocery,919,426
2023-07-07,4,1,Electronics,4362,220
2023-07-07,4,2,Clothing,4729,476
2023-07-07,4,3,Grocery,3596,67
2023-07-07,5,1,Electronics,3761,190
2023-07-07,5,2,Clothing,2369,333
2023-07-07,5,3,Grocery,3205,364
2023-07-08,1,1,Electronics,4015,368
2023-07-08,1,2,Clothing,2726,105
2023-07-08,1,3,Grocery,4706,186
2023-07-08,2,1,Electronics,3279,117
2023-07-08,2,2,Clothing,1313,298
2023-07-08,2,3,Grocery,2531,372
2023-07-08,3,1,Electronics,3469,441
2023-07-08,3,2,Clothing,2041,329
2023-07-08,3,3,Grocery,4003,143
2023-07-08,4,1,Electronics,2976,318
2023-07-08,4,2,Clothing,4743,167
2023-07-08,4,3,Grocery,1349,416
2023-07-08,5,1,Electronics,3397,115
2023-07-08,5,2,Clothing,4541,350
2023-07-08,5,3,Grocery,4770,368
2023-07-09,1,1,Electronics,994,163
2023-07-09,1,2,Clothing,3682,298
2023-07-09,1,3,Grocery,4010,252
2023-07-09,2,1,Electronics,4630,358
2023-07-09,2,2,Clothing,4969,94
2023-07-09,2,3,Grocery,1951,265
2023-07-09,3,1,Electronics,2780,242
2023-07-09,3,2,Clothing,3434,263
2023-07-09,3,3,Grocery,4234,489
2023-07-09,4,1,Electronics,3846,387
2023-07-09,4,2,Clothing,4303,397
2023-07-09,4,3,Grocery,2479,236
2023-07-09,5,1,Electronics,1812,452
2023-07-09,5,2,Clothing,3438,229
2023-07-09,5,3,Grocery,2800,175
2023-07-10,1,1,Electronics,626,217
2023-07-10,1,2,Clothing,3139,343
2023-07-10,1,3,Grocery,4416,175
2023-07-10,2,1,Electronics,1866,359
2023-07-10,2,2,Clothing,4579,468
2023-07-10,2,3,Grocery,1184,95
2023-07-10,3,1,Electronics,3387,285
2023-07-10,3,2,Clothing,1962,263
2023-07-10,3,3,Grocery,4680,331
2023-07-10,4,1,Electronics,2267,134
2023-07-10,4,2,Clothing,4060,114
2023-07-10,4,3,Grocery,1126,113
2023-07-10,5,1,Electronics,3914,476
2023-07-10,5,2,Clothing,1875,207
2023-07-10,5,3,Grocery,990,195
2023-07-11,1,1,Electronics,4034,274
2023-07-11,1,2,Clothing,2440,362
2023-07-11,1,3,Grocery,2382,350
2023-07-11,2,1,Electronics,3487,137
2023-07-11,2,2,Clothing,1181,184
2023-07-11,2,3,Grocery,1573,481
2023-07-11,3,1,Electronics,2887,396
2023-07-11,3,2,Clothing,3193,396
2023-07-11,3,3,Grocery,4840,158
2023-07-11,4,1,Electronics,3080,139
2023-07-11,4,2,Clothing,4891,161
2023-07-11,4,3,Grocery,3748,392
2023-07-11,5,1,Electronics,4231,150
2023-07-11,5,2,Clothing,4329,166
2023-07-11,5,3,Grocery,2127,450
2023-07-12,1,1,Electronics,527,474
2023-07-12,1,2,Clothing,2485,74
2023-07-12,1,3,Grocery,4653,346
2023-07-12,2,1,Electronics,2681,380
2023-07-12,2,2,Clothing,2796,87
2023-07-12,2,3,Grocery,1401,478
2023-07-12,3,1,Electronics,1598,191
2023-07-12,3,2,Clothing,3381,217
2023-07-12,3,3,Grocery,1878,274
2023-07-12,4,1,Electronics,4235,68
2023-07-12,4,2,Clothing,4741,497
2023-07-12,4,3,Grocery,1764,421
2023-07-12,5,1,Electronics,1558,239
2023-07-12,5,2,Clothing,2548,202
2023-07-12,5,3,Grocery,2976,482
2023-07-13,1,1,Electronics,3697,394
2023-07-13,1,2,Clothing,2261,270
2023-07-13,1,3,Grocery,3388,178
2023-07-13,2,1,Electronics,4486,467
2023-07-13,2,2,Clothing,2371,285
2023-07-13,2,3,Grocery,1962,451
2023-07-13,3,1,Electronics,844,430
2023-07-13,3,2,Clothing,544,183
2023-07-13,3,3,Grocery,2568,171
2023-07-13,4,1,Electronics,2014,88
2023-07-13,4,2,Clothing,1501,59
2023-07-13,4,3,Grocery,2540,293
2023-07-13,5,1,Electronics,773,493
2023-07-13,5,2,Clothing,3147,293
2023-07-13,5,3,Grocery,4976,378
2023-07-14,1,1,Electronics,978,64
2023-07-14,1,2,Clothing,1015,240
2023-07-14,1,3,Grocery,1691,58
2023-07-14,2,1,Electronics,3168,186
2023-07-14,2,2,Clothing,1911,258
2023-07-14,2,3,Grocery,771,192
2023-07-14,3,1,Electronics,3832,325
2023-07-14,3,2,Clothing,2181,160
2023-07-14,3,3,Grocery,4341,142
2023-07-14,4,1,Electronics,3072,309
2023-07-14,4,2,Clothing,3760,144
2023-07-14,4,3,Grocery,566,240
2023-07-14,5,1,Electronics,1640,316
2023-07-14,5,2,Clothing,3032,347
2023-07-14,5,3,Grocery,1687,425
2023-07-15,1,1,Electronics,3839,86
2023-07-15,1,2,Clothing,4587,122
2023-07-15,1,3,Grocery,698,179
2023-07-15,2,1,Electronics,2281,361
2023-07-15,2,2,Clothing,1071,328
2023-07-15,2,3,Grocery,2138,345
2023-07-15,3,1,Electronics,2355,390
2023-07-15,3,2,Clothing,1674,206
2023-07-15,3,3,Grocery,3777,228
2023-07-15,4,1,Electronics,2744,272
2023-07-15,4,2,Clothing,1298,483
2023-07-15,4,3,Grocery,1287,285
2023-07-15,5,1,Electronics,4804,179
2023-07-15,5,2,Clothing,3584,171
2023-07-15,5,3,Grocery,3418,269
2023-07-16,1,1,Electronics,1629,424
2023-07-16,1,2,Clothing,2105,244
2023-07-16,1,3,Grocery,3245,148
2023-07-16,2,1,Electronics,3433,389
2023-07-16,2,2,Clothing,1715,374
2023-07-16,2,3,Grocery,2350,493
2023-07-16,3,1,Electronics,1990,431
2023-07-16,3,2,Clothing,1890,367
2023-07-16,3,3,Grocery,4739,433
2023-07-16,4,1,Electronics,2763,410
2023-07-16,4,2,Clothing,2871,64
2023-07-16,4,3,Grocery,4812,488
2023-07-16,5,1,Electronics,3417,149
2023-07-16,5,2,Clothing,2852,193
2023-07-16,5,3,Grocery,610,281
2023-07-17,1,1,Electronics,4155,259
2023-07-17,1,2,Clothing,2255,129
2023-07-17,1,3,Grocery,2077,322
2023-07-17,2,1,Electronics,4274,222
2023-07-17,2,2,Clothing,1472,56
2023-07-17,2,3,Grocery,3093,85
2023-07-17,3,1,Electronics,4492,55
2023-07-17,3,2,Clothing,1413,264
2023-07-17,3,3,Grocery,2681,334
2023-07-17,4,1,Electronics,3697,458
2023-07-17,4,2,Clothing,1962,386
2023-07-17,4,3,Grocery,2878,75
2023-07-17,5,1,Electronics,3954,164
2023-07-17,5,2,Clothing,4053,333
2023-07-17,5,3,Grocery,1689,238
2023-07-18,1,1,Electronics,1187,70
2023-07-18,1,2,Clothing,1707,408
2023-07-18,1,3,Grocery,2311,161
2023-07-18,2,1,Electronics,4297,108
2023-07-18,2,2,Clothing,2144,434
2023-07-18,2,3,Grocery,3216,240
2023-07-18,3,1,Electronics,1835,245
2023-07-18,3,2,Clothing,3606,428
2023-07-18,3,3,Grocery,4982,295
2023-07-18,4,1,Electronics,1115,56
2023-07-18,4,2,Clothing,2830,50
2023-07-18,4,3,Grocery,2254,279
2023-07-18,5,1,Electronics,1466,221
2023-07-18,5,2,Clothing,3658,90
2023-07-18,5,3,Grocery,1189,112
2023-07-19,1,1,Electronics,2712,236
2023-07-19,1,2,Clothing,882,258
2023-07-19,1,3,Grocery,4310,481
2023-07-19,2,1,Electronics,1912,97
2023-07-19,2,2,Clothing,871,224
2023-07-19,2,3,Grocery,1110,165
2023-07-19,3,1,Electronics,946,417
2023-07-19,3,2,Clothing,3824,366
2023-07-19,3,3,Grocery,3439,73
2023-07-19,4,1,Electronics,4199,200
2023-07-19,4,2,Clothing,1573,255
2023-07-19,4,3,Grocery,4069,384
2023-07-19,5,1,Electronics,3650,119
2023-07-19,5,2,Clothing,2794,313
2023-07-19,5,3,Grocery,4162,436
2023-07-20,1,1,Electronics,1483,401
2023-07-20,1,2,Clothing,2224,465
2023-07-20,1,3,Grocery,1779,271
2023-07-20,2,1,Electronics,2407,290
2023-07-20,2,2,Clothing,1524,83
2023-07-20,2,3,Grocery,4674,285
2023-07-20,3,1,Electronics,2881,426
2023-07-20,3,2,Clothing,1605,464
2023-07-20,3,3,Grocery,4275,302
2023-07-20,4,1,Electronics,1420,87
2023-07-20,4,2,Clothing,2561,441
2023-07-20,4,3,Grocery,4139,143
2023-07-20,5,1,Electronics,4935,134
2023-07-20,5,2,Clothing,1545,340
2023-07-20,5,3,Grocery,4056,321
2023-07-21,1,1,Electronics,3181,177
2023-07-21,1,2,Clothing,1438,322
2023-07-21,1,3,Grocery,941,179
2023-07-21,2,1,Electronics,1096,472
2023-07-21,2,2,Clothing,2005,399
2023-07-21,2,3,Grocery,3140,374
2023-07-21,3,1,Electronics,4231,497
2023-07-21,3,2,Clothing,2051,356
2023-07-21,3,3,Grocery,3736,250
2023-07-21,4,1,Electronics,1949,234
2023-07-21,4,2,Clothing,764,412
2023-07-21,4,3,Grocery,3159,391
2023-07-21,5,1,Electronics,3221,488
2023-07-21,5,2,Clothing,4752,471
2023-07-21,5,3,Grocery,2798,415
2023-07-22,1,1,Electronics,2132,67
2023-07-22,1,2,Clothing,2874,498
2023-07-22,1,3,Grocery,1012,265
2023-07-22,2,1,Electronics,3831,174
2023-07-22,2,2,Clothing,3653,332
2023-07-22,2,3,Grocery,2206,108
2023-07-22,3,1,Electronics,2067,210
2023-07-22,3,2,Clothing,2831,155
2023-07-22,3,3,Grocery,1628,488
2023-07-22,4,1,Electronics,4823,237
2023-07-22,4,2,Clothing,4153,367
2023-07-22,4,3,Grocery,3421,105
2023-07-22,5,1,Electronics,4011,67
2023-07-22,5,2,Clothing,3241,162
2023-07-22,5,3,Grocery,728,220
2023-07-23,1,1,Electronics,794,238
2023-07-23,1,2,Clothing,925,128
2023-07-23,1,3,Grocery,1418,231
2023-07-23,2,1,Electronics,998,335
2023-07-23,2,2,Clothing,3309,403
2023-07-23,2,3,Grocery,1325,245
2023-07-23,3,1,Electronics,2358,120
2023-07-23,3,2,Clothing,645,155
2023-07-23,3,3,Grocery,4077,242
2023-07-23,4,1,Electronics,4388,101
2023-07-23,4,2,Clothing,2910,334
2023-07-23,4,3,Grocery,3464,383
2023-07-23,5,1,Electronics,3068,300
2023-07-23,5,2,Clothing,2367,347
2023-07-23,5,3,Grocery,3238,247
2023-07-24,1,1,Electronics,3699,69
2023-07-24,1,2,Clothing,4505,377
2023-07-24,1,3,Grocery,740,418
2023-07-24,2,1,Electronics,1907,480
2023-07-24,2,2,Clothing,4538,132
2023-07-24,2,3,Grocery,4268,488
2023-07-24,3,1,Electronics,1110,111
2023-07-24,3,2,Clothing,4105,261
2023-07-24,3,3,Grocery,2673,462
2023-07-24,4,1,Electronics,2022,474
2023-07-24,4,2,Clothing,3101,147
2023-07-24,4,3,Grocery,2659,451
2023-07-24,5,1,Electronics,4330,171
2023-07-24,5,2,Clothing,4868,343
2023-07-24,5,3,Grocery,4993,256
2023-07-25,1,1,Electronics,1633,489
2023-07-25,1,2,Clothing,1801,105
2023-07-25,1,3,Grocery,2410,452
2023-07-25,2,1,Electronics,2005,340
2023-07-25,2,2,Clothing,3685,430
2023-07-25,2,3,Grocery,4048,247
2023-07-25,3,1,Electronics,2456,370
2023-07-25,3,2,Clothing,678,434
2023-07-25,3,3,Grocery,2051,428
2023-07-25,4,1,Electronics,560,103
2023-07-25,4,2,Clothing,3395,114
2023-07-25,4,3,Grocery,4183,123
2023-07-25,5,1,Electronics,4460,236
2023-07-25,5,2,Clothing,1034,440
2023-07-25,5,3,Grocery,4511,230
2023-07-26,1,1,Electronics,3898,157
2023-07-26,1,2,Clothing,1504,255
2023-07-26,1,3,Grocery,826,145
2023-07-26,2,1,Electronics,3206,51
2023-07-26,2,2,Clothing,1533,483
2023-07-26,2,3,Grocery,624,130
2023-07-26,3,1,Electronics,3199,375
2023-07-26,3,2,Clothing,3420,389
2023-07-26,3,3,Grocery,628,487
2023-07-26,4,1,Electronics,3048,107
2023-07-26,4,2,Clothing,1721,260
2023-07-26,4,3,Grocery,1401,94
2023-07-26,5,1,Electronics,3668,328
2023-07-26,5,2,Clothing,4986,384
2023-07-26,5,3,Grocery,1567,76
2023-07-27,1,1,Electronics,1047,158
2023-07-27,1,2,Clothing,1066,241
2023-07-27,1,3,Grocery,4780,118
2023-07-27,2,1,Electronics,2090,427
2023-07-27,2,2,Clothing,1305,168
2023-07-27,2,3,Grocery,4291,383
2023-07-27,3,1,Electronics,3725,84
2023-07-27,3,2,Clothing,2626,116
2023-07-27,3,3,Grocery,2960,83
2023-07-27,4,1,Electronics,3228,200
2023-07-27,4,2,Clothing,3062,363
2023-07-27,4,3,Grocery,2579,336
2023-07-27,5,1,Electronics,3141,92
2023-07-27,5,2,Clothing,2426,154
2023-07-27,5,3,Grocery,4144,319
2023-07-28,1,1,Electronics,1703,273
2023-07-28,1,2,Clothing,3065,152
2023-07-28,1,3,Grocery,3581,120
2023-07-28,2,1,Electronics,3661,275
2023-07-28,2,2,Clothing,1169,277
2023-07-28,2,3,Grocery,3668,123
2023-07-28,3,1,Electronics,4578,219
2023-07-28,3,2,Clothing,4651,257
2023-07-28,3,3,Grocery,3100,81
2023-07-28,4,1,Electronics,4098,111
2023-07-28,4,2,Clothing,1166,333
2023-07-28,4,3,Grocery,4403,236
2023-07-28,5,1,Electronics,1965,179
2023-07-28,5,2,Clothing,2560,320
2023-07-28,5,3,Grocery,4172,264
2023-07-29,1,1,Electronics,2994,252
2023-07-29,1,2,Clothing,2621,74
2023-07-29,1,3,Grocery,4696,225
2023-07-29,2,1,Electronics,3688,215
2023-07-29,2,2,Clothing,4636,478
2023-07-29,2,3,Grocery,843,473
2023-07-29,3,1,Electronics,4961,169
2023-07-29,3,2,Clothing,2776,362
2023-07-29,3,3,Grocery,3701,401
2023-07-29,4,1,Electronics,1388,367
2023-07-29,4,2,Clothing,4220,373
2023-07-29,4,3,Grocery,4712,355
2023-07-29,5,1,Electronics,2915,143
2023-07-29,5,2,Clothing,4763,491
2023-07-29,5,3,Grocery,2238,390
2023-07-30,1,1,Electronics,3208,451
2023-07-30,1,2,Clothing,1424,201
2023-07-30,1,3,Grocery,1085,414
2023-07-30,2,1,Electronics,1412,323
2023-07-30,2,2,Clothing,995,261
2023-07-30,2,3,Grocery,2648,94
2023-07-30,3,1,Electronics,2052,122
2023-07-30,3,2,Clothing,3585,482
2023-07-30,3,3,Grocery,656,272
2023-07-30,4,1,Electronics,3776,128
2023-07-30,4,2,Clothing,654,320
2023-07-30,4,3,Grocery,1496,296
2023-07-30,5,1,Electronics,3405,485
2023-07-30,5,2,Clothing,1677,203
2023-07-30,5,3,Grocery,4687,482
2023-07-31,1,1,Electronics,2216,180
2023-07-31,1,2,Clothing,3357,324
2023-07-31,1,3,Grocery,4868,466
2023-07-31,2,1,Electronics,4772,233
2023-07-31,2,2,Clothing,3378,180
2023-07-31,2,3,Grocery,1165,404
2023-07-31,3,1,Electronics,4283,357
2023-07-31,3,2,Clothing,4201,312
2023-07-31,3,3,Grocery,1569,351
2023-07-31,4,1,Electronics,1712,359
2023-07-31,4,2,Clothing,1652,98
2023-07-31,4,3,Grocery,3011,193
2023-07-31,5,1,Electronics,2989,249
2023-07-31,5,2,Clothing,3728,397
2023-07-31,5,3,Grocery,3705,449
2023-08-01,1,1,Electronics,4743,385
2023-08-01,1,2,Clothing,3642,282
2023-08-01,1,3,Grocery,1857,348
2023-08-01,2,1,Electronics,3213,139
2023-08-01,2,2,Clothing,1857,248
2023-08-01,2,3,Grocery,3692,350
2023-08-01,3,1,Electronics,1223,112
2023-08-01,3,2,Clothing,3510,485
2023-08-01,3,3,Grocery,567,302
2023-08-01,4,1,Electronics,4493,51
2023-08-01,4,2,Clothing,897,157
2023-08-01,4,3,Grocery,3857,98
2023-08-01,5,1,Electronics,1663,267
2023-08-01,5,2,Clothing,1055,466
2023-08-01,5,3,Grocery,4161,265
2023-08-02,1,1,Electronics,3441,147
2023-08-02,1,2,Clothing,3295,331
2023-08-02,1,3,Grocery,2459,115
2023-08-02,2,1,Electronics,3293,136
2023-08-02,2,2,Clothing,1602,254
2023-08-02,2,3,Grocery,1799,236
2023-08-02,3,1,Electronics,4379,371
2023-08-02,3,2,Clothing,2035,149
2023-08-02,3,3,Grocery,577,321
2023-08-02,4,1,Electronics,3910,211
2023-08-02,4,2,Clothing,4127,287
2023-08-02,4,3,Grocery,2496,241
2023-08-02,5,1,Electronics,3927,327
2023-08-02,5,2,Clothing,3589,61
2023-08-02,5,3,Grocery,4775,172
2023-08-03,1,1,Electronics,3622,120
2023-08-03,1,2,Clothing,2297,133
2023-08-03,1,3,Grocery,1315,184
2023-08-03,2,1,Electronics,942,118
2023-08-03,2,2,Clothing,642,241
2023-08-03,2,3,Grocery,1910,427
2023-08-03,3,1,Electronics,1034,230
2023-08-03,3,2,Clothing,3864,58
2023-08-03,3,3,Grocery,3842,436
2023-08-03,4,1,Electronics,1672,426
2023-08-03,4,2,Clothing,3838,471
2023-08-03,4,3,Grocery,2141,430
2023-08-03,5,1,Electronics,1046,168
2023-08-03,5,2,Clothing,4097,63
2023-08-03,5,3,Grocery,3325,189
2023-08-04,1,1,Electronics,863,168
2023-08-04,1,2,Clothing,3809,83
2023-08-04,1,3,Grocery,3740,59
2023-08-04,2,1,Electronics,2436,194
2023-08-04,2,2,Clothing,1462,495
2023-08-04,2,3,Grocery,4306,420
2023-08-04,3,1,Electronics,4340,317
2023-08-04,3,2,Clothing,1370,53
2023-08-04,3,3,Grocery,3485,446
2023-08-04,4,1,Electronics,1365,155
2023-08-04,4,2,Clothing,4809,170
2023-08-04,4,3,Grocery,3703,387
2023-08-04,5,1,Electronics,2744,68
2023-08-04,5,2,Clothing,1141,61
2023-08-04,5,3,Grocery,829,403
2023-08-05,1,1,Electronics,1273,441
2023-08-05,1,2,Clothing,2854,316
2023-08-05,1,3,Grocery,4018,490
2023-08-05,2,1,Electronics,3442,189
2023-08-05,2,2,Clothing,3067,299
2023-08-05,2,3,Grocery,2174,173
2023-08-05,3,1,Electronics,3880,277
2023-08-05,3,2,Clothing,2045,261
2023-08-05,3,3,Grocery,1635,57
2023-08-05,4,1,Electronics,1373,302
2023-08-05,4,2,Clothing,1251,487
2023-08-05,4,3,Grocery,1353,198
2023-08-05,5,1,Electronics,2783,355
2023-08-05,5,2,Clothing,977,216
2023-08-05,5,3,Grocery,3591,265
2023-08-06,1,1,Electronics,4730,442
2023-08-06,1,2,Clothing,1769,238
2023-08-06,1,3,Grocery,4681,93
2023-08-06,2,1,Electronics,1969,427
2023-08-06,2,2,Clothing,2180,100
2023-08-06,2,3,Grocery,741,343
2023-08-06,3,1,Electronics,1419,100
2023-08-06,3,2,Clothing,569,390
2023-08-06,3,3,Grocery,2586,338
2023-08-06,4,1,Electronics,3279,362
2023-08-06,4,2,Clothing,1255,401
2023-08-06,4,3,Grocery,2495,353
2023-08-06,5,1,Electronics,1821,332
2023-08-06,5,2,Clothing,609,229
2023-08-06,5,3,Grocery,4365,74
2023-08-07,1,1,Electronics,3338,275
2023-08-07,1,2,Clothing,679,281
2023-08-07,1,3,Grocery,2417,392
2023-08-07,2,1,Electronics,3123,281
2023-08-07,2,2,Clothing,4884,262
2023-08-07,2,3,Grocery,2776,275
2023-08-07,3,1,Electronics,1095,340
2023-08-07,3,2,Clothing,4997,159
2023-08-07,3,3,Grocery,2635,121
2023-08-07,4,1,Electronics,4464,79
2023-08-07,4,2,Clothing,808,443
2023-08-07,4,3,Grocery,842,485
2023-08-07,5,1,Electronics,676,188
2023-08-07,5,2,Clothing,693,235
2023-08-07,5,3,Grocery,3735,210
2023-08-08,1,1,Electronics,1442,62
2023-08-08,1,2,Clothing,4379,138
2023-08-08,1,3,Grocery,3613,452
2023-08-08,2,1,Electronics,1453,328
2023-08-08,2,2,Clothing,3881,257
2023-08-08,2,3,Grocery,3380,189
2023-08-08,3,1,Electronics,1045,358
2023-08-08,3,2,Clothing,2427,67
2023-08-08,3,3,Grocery,4652,161
2023-08-08,4,1,Electronics,504,459
2023-08-08,4,2,Clothing,3753,62
2023-08-08,4,3,Grocery,1862,334
2023-08-08,5,1,Electronics,3163,428
2023-08-08,5,2,Clothing,1773,304
2023-08-08,5,3,Grocery,4159,435
2023-08-09,1,1,Electronics,3518,157
2023-08-09,1,2,Clothing,3136,307
2023-08-09,1,3,Grocery,4877,137
2023-08-09,2,1,Electronics,753,237
2023-08-09,2,2,Clothing,828,81
2023-08-09,2,3,Grocery,3330,446
2023-08-09,3,1,Electronics,3901,357
2023-08-09,3,2,Clothing,3392,218
2023-08-09,3,3,Grocery,1154,411
2023-08-09,4,1,Electronics,1259,176
2023-08-09,4,2,Clothing,2298,89
2023-08-09,4,3,Grocery,3471,465
2023-08-09,5,1,Electronics,3926,304
2023-08-09,5,2,Clothing,4323,277
2023-08-09,5,3,Grocery,2376,247
2023-08-10,1,1,Electronics,3124,437
2023-08-10,1,2,Clothing,4621,494
2023-08-10,1,3,Grocery,4234,270
2023-08-10,2,1,Electronics,1508,268
2023-08-10,2,2,Clothing,2010,473
2023-08-10,2,3,Grocery,3008,200
2023-08-10,3,1,Electronics,3182,193
2023-08-10,3,2,Clothing,1489,238
2023-08-10,3,3,Grocery,754,117
2023-08-10,4,1,Electronics,4952,305
2023-08-10,4,2,Clothing,1507,402
2023-08-10,4,3,Grocery,2255,58
2023-08-10,5,1,Electronics,3071,374
2023-08-10,5,2,Clothing,3497,293
2023-08-10,5,3,Grocery,4265,333
2023-08-11,1,1,Electronics,3883,148
2023-08-11,1,2,Clothing,696,415
2023-08-11,1,3,Grocery,2368,152
2023-08-11,2,1,Electronics,3165,414
2023-08-11,2,2,Clothing,2915,107
2023-08-11,2,3,Grocery,3137,124
2023-08-11,3,1,Electronics,1565,471
2023-08-11,3,2,Clothing,3383,230
2023-08-11,3,3,Grocery,1044,120
2023-08-11,4,1,Electronics,4139,154
2023-08-11,4,2,Clothing,1723,150
2023-08-11,4,3,Grocery,1267,356
2023-08-11,5,1,Electronics,4157,220
2023-08-11,5,2,Clothing,1154,215
2023-08-11,5,3,Grocery,2946,310
2023-08-12,1,1,Electronics,720,132
2023-08-12,1,2,Clothing,4777,356
2023-08-12,1,3,Grocery,3069,445
2023-08-12,2,1,Electronics,1513,53
2023-08-12,2,2,Clothing,4485,385
2023-08-12,2,3,Grocery,4810,147
2023-08-12,3,1,Electronics,1943,150
2023-08-12,3,2,Clothing,3510,58
2023-08-12,3,3,Grocery,1072,358
2023-08-12,4,1,Electronics,4502,112
2023-08-12,4,2,Clothing,4586,275
2023-08-12,4,3,Grocery,4700,309
2023-08-12,5,1,Electronics,933,256
2023-08-12,5,2,Clothing,3599,219
2023-08-12,5,3,Grocery,3907,125
2023-08-13,1,1,Electronics,3640,403
2023-08-13,1,2,Clothing,3293,50
2023-08-13,1,3,Grocery,3411,267
2023-08-13,2,1,Electronics,2915,300
2023-08-13,2,2,Clothing,4257,219
2023-08-13,2,3,Grocery,1418,199
2023-08-13,3,1,Electronics,3703,482
2023-08-13,3,2,Clothing,1335,248
2023-08-13,3,3,Grocery,2762,435
2023-08-13,4,1,Electronics,4132,281
2023-08-13,4,2,Clothing,746,431
2023-08-13,4,3,Grocery,1490,288
2023-08-13,5,1,Electronics,1426,416
2023-08-13,5,2,Clothing,3107,100
2023-08-13,5,3,Grocery,4522,265
2023-08-14,1,1,Electronics,3651,234
2023-08-14,1,2,Clothing,3938,448
2023-08-14,1,3,Grocery,3991,244
2023-08-14,2,1,Electronics,3564,291
2023-08-14,2,2,Clothing,1087,360
2023-08-14,2,3,Grocery,2347,245
2023-08-14,3,1,Electronics,4434,93
2023-08-14,3,2,Clothing,4426,295
2023-08-14,3,3,Grocery,4520,133
2023-08-14,4,1,Electronics,4802,200
2023-08-14,4,2,Clothing,664,454
2023-08-14,4,3,Grocery,2498,194
2023-08-14,5,1,Electronics,3557,86
2023-08-14,5,2,Clothing,4928,452
2023-08-14,5,3,Grocery,913,94
2023-08-15,1,1,Electronics,4657,469
2023-08-15,1,2,Clothing,1367,357
2023-08-15,1,3,Grocery,518,414
2023-08-15,2,1,Electronics,4332,477
2023-08-15,2,2,Clothing,1079,83
2023-08-15,2,3,Grocery,4650,315
2023-08-15,3,1,Electronics,3539,91
2023-08-15,3,2,Clothing,4544,280
2023-08-15,3,3,Grocery,952,427
2023-08-15,4,1,Electronics,1881,493
2023-08-15,4,2,Clothing,3238,454
2023-08-15,4,3,Grocery,1716,141
2023-08-15,5,1,Electronics,1380,280
2023-08-15,5,2,Clothing,3649,134
2023-08-15,5,3,Grocery,4644,314
2023-08-16,1,1,Electronics,1668,118
2023-08-16,1,2,Clothing,3629,234
2023-08-16,1,3,Grocery,4145,357
2023-08-16,2,1,Electronics,4016,345
2023-08-16,2,2,Clothing,2694,355
2023-08-16,2,3,Grocery,945,270
2023-08-16,3,1,Electronics,4126,482
2023-08-16,3,2,Clothing,4375,427
2023-08-16,3,3,Grocery,3837,144
2023-08-16,4,1,Electronics,761,362
2023-08-16,4,2,Clothing,4525,268
2023-08-16,4,3,Grocery,591,176
2023-08-16,5,1,Electronics,4675,361
2023-08-16,5,2,Clothing,3809,421
2023-08-16,5,3,Grocery,3033,231
2023-08-17,1,1,Electronics,4620,205
2023-08-17,1,2,Clothing,4088,169
2023-08-17,1,3,Grocery,2312,67
2023-08-17,2,1,Electronics,4614,433
2023-08-17,2,2,Clothing,1716,286
2023-08-17,2,3,Grocery,1910,475
2023-08-17,3,1,Electronics,4872,276
2023-08-17,3,2,Clothing,1051,372
2023-08-17,3,3,Grocery,1676,176
2023-08-17,4,1,Electronics,4832,104
2023-08-17,4,2,Clothing,3231,158
2023-08-17,4,3,Grocery,4437,233
2023-08-17,5,1,Electronics,872,136
2023-08-17,5,2,Clothing,2748,386
2023-08-17,5,3,Grocery,3056,371
2023-08-18,1,1,Electronics,2822,260
2023-08-18,1,2,Clothing,1003,440
2023-08-18,1,3,Grocery,3689,240
2023-08-18,2,1,Electronics,4125,91
2023-08-18,2,2,Clothing,814,325
2023-08-18,2,3,Grocery,2876,66
2023-08-18,3,1,Electronics,4878,480
2023-08-18,3,2,Clothing,757,112
2023-08-18,3,3,Grocery,2052,374
